key|volume|ects
"Master 2 M2 Apprentissage et Traitement Automatique de la Langue (ATAL)
Année universitaire"||
Research methodology|TOTAL : 24h Répartition : CM : 9.5h TD : 4.5h CI : 10h TP : 0h EAD : 0h|
Experimental methodology and statistics|TOTAL : 10.5h Répartition : CM : 5h TD : 0h CI : 5.5h TP : 0h EAD : 0h|
Modélisation des langues|TOTAL : 24h Répartition : CM : 16h TD : 8h CI : 0h TP : 0h EAD : 0h|
Développement logiciel et IA dans les entreprises|TOTAL : 24h Répartition : CM : 12h TD : 12h CI : 0h TP : 0h EAD : 0h|
Communication scientifique|TOTAL : 24h Répartition : CM : 4h TD : 20h CI : 0h TP : 0h EAD : 0h|
Gestion des données distribuées à large échelle|TOTAL : 24h Répartition : CM : 12h TD : 12h CI : 0h TP : 0h EAD : 0h|
Périodes de formation alternées en milieu professionnel (M2 ATAL)|TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h|
Période de suivi en formation par alternance (M2 ATAL)|TOTAL : 0h Répartition : CM : 0h TD : 0h CI : 0h TP : 0h EAD : 0h|
